gene_id,logFC_21,logCPM_21,F_21,PValue_21,FDR_21,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,logFC_8p,logCPM_8p,F_8p,PValue_8p,FDR_8p
ENSG00000169184,0.22233401,3.320764424,9.520910874,0.0089135,0.038889461,MN1,22,27748277,27801498,-,7693,protein_coding,"MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]",-,1.128538933,3.599529297,48.33907995,8.36E-06,0.000822065
ENSG00000120925,0.194753083,4.49520701,9.475897602,0.009038274,0.03919634,RNF170,8,42849637,42897290,-,6055,protein_coding,ring finger protein 170 [Source:HGNC Symbol;Acc:HGNC:25358],-,0.438785592,4.157114031,17.16631034,0.001078518,0.013388879
ENSG00000247626,-0.189970732,5.220772032,9.434437758,0.009155014,0.039531414,MARS2,2,197705369,197708387,+,3019,protein_coding,"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]",-,-0.420006805,5.124480479,11.12946468,0.005142151,0.037047604
ENSG00000184207,-0.192879617,5.406358583,9.431524707,0.009163283,0.039531414,PGP,16,2211997,2214807,-,2727,protein_coding,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909],-,-0.487228999,5.646910701,22.04964322,3.82E-04,0.007320315
ENSG00000198912,-0.222089795,4.525311082,9.430394104,0.009166495,0.039531414,C1orf174,1,3889125,3900293,-,4388,protein_coding,chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915],-,-0.564106022,4.700941035,21.85274119,3.98E-04,0.00748681
ENSG00000122126,0.157272617,5.697530467,9.428706389,0.009171291,0.039541715,OCRL,X,129539849,129592561,+,6064,protein_coding,"OCRL, inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]",-,0.429746572,5.528668499,16.68823415,0.001204916,0.014296135
ENSG00000180336,0.318614999,2.340200952,9.418225143,0.009201207,0.039639493,MEIOC,17,44656404,44690308,+,8609,protein_coding,meiosis specific with coiled-coil domain [Source:HGNC Symbol;Acc:HGNC:26670],-,1.0547258,2.557332253,13.05858586,0.002994201,0.026067575
ENSG00000133028,-0.145722348,6.597795355,9.352273531,0.009391618,0.040269749,SCO1,17,10672474,10698375,-,10325,protein_coding,"SCO1, cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:HGNC:10603]",-,-0.368439568,6.694606622,18.91597996,7.30E-04,0.01049983
ENSG00000151224,0.292118764,2.747714665,9.330763905,0.009454769,0.040456068,MAT1A,10,80271820,80289684,-,3690,protein_coding,methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903],-,0.762052359,2.338854989,29.46283238,1.03E-04,0.003603933
ENSG00000239672,-0.236618424,6.037550376,9.494404752,0.009492305,0.040574417,NME1,17,51153536,51162428,+,3438,protein_coding,NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849],-,-0.58749333,6.047542812,48.11920488,8.56E-06,8.36E-04
ENSG00000163762,-0.383446719,1.355932421,9.307119708,0.009524831,0.040663477,TM4SF18,3,149318498,149334414,-,4482,protein_coding,transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:HGNC:25181],-,-1.104460769,2.583247619,11.70154887,0.004359668,0.033279703
ENSG00000135638,0.490820201,1.837295986,9.302003822,0.009592085,0.04083097,EMX1,2,72916260,72936071,+,5516,protein_coding,empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340],Homeobox,0.815172998,1.431424021,13.84698175,0.002434317,0.02272235
ENSG00000275023,0.352281105,2.428547845,9.274020996,0.009623684,0.040923073,MLLT6,17,38705542,38729803,+,13315,protein_coding,"MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]",-,0.838581153,3.066308989,19.54564106,6.38E-04,0.009716475
ENSG00000117410,-0.204147549,6.244354474,9.248686948,0.009700175,0.041184388,ATP6V0B,1,43974487,43978295,+,3535,protein_coding,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861],-,-0.440146627,5.975266801,18.11103745,8.71E-04,0.011826607
ENSG00000105447,-0.19266074,5.956232244,9.103425482,0.01015307,0.04250321,GRWD1,19,48445773,48457022,+,5763,protein_coding,glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270],-,-0.583746185,6.508956488,28.8944511,1.12E-04,0.003737027
ENSG00000145293,-0.13704742,6.754603429,9.100245953,0.010163257,0.042531714,ENOPH1,4,82430562,82461091,+,2025,protein_coding,enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599],-,-0.335498818,7.034147369,19.87071784,5.95E-04,0.009329134
ENSG00000067798,-0.474818133,1.787229072,9.091361925,0.010191878,0.04263308,NAV3,12,77324641,78213008,+,13265,protein_coding,neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998],-,-1.440935263,0.995474752,14.12089379,0.0022743,0.021809406
ENSG00000006071,0.404456762,1.220224932,9.067894573,0.010267786,0.042830667,ABCC8,11,17392498,17476879,-,12588,protein_coding,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],-,0.989680368,1.178136662,15.53356197,0.001597067,0.017167307
ENSG00000179950,-0.133353996,7.147150354,9.038986439,0.010361869,0.043113666,PUF60,8,143816344,143829859,-,5424,protein_coding,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042],-,-0.310287596,7.366428858,9.987480299,0.007250004,0.046476188
ENSG00000109065,0.234180049,4.734172773,9.036306778,0.010370661,0.043120586,NAT9,17,74770547,74776367,-,4049,protein_coding,N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133],-,0.331447369,4.755554914,11.28654665,0.004911862,0.035999446
ENSG00000167114,-0.231892344,4.36834938,9.021472949,0.010419484,0.043254812,SLC27A4,9,128340646,128361470,+,3110,protein_coding,solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998],-,-0.657976361,4.681928528,26.92926571,1.56E-04,0.004450115
ENSG00000261236,-0.177038235,6.355580481,9.009765783,0.010458204,0.043338903,BOP1,8,144262102,144291370,-,3716,protein_coding,block of proliferation 1 [Source:HGNC Symbol;Acc:HGNC:15519],-,-0.849271011,6.890949185,72.80455248,8.59E-07,2.64E-04
ENSG00000100567,-0.195188463,7.387082636,8.995336535,0.010506161,0.043493758,PSMA3,14,58244831,58272012,+,3119,protein_coding,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532],-,-0.221227494,7.265815857,13.13367047,0.002932872,0.025731113
ENSG00000105248,-0.158187936,4.872086408,8.861031618,0.010965102,0.04494078,YJU2,19,4247079,4269090,+,1671,protein_coding,YJU2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:25518],-,-0.306987168,4.768225804,10.10059638,0.007001699,0.045409434
ENSG00000187848,0.4451507,1.047661215,8.855146947,0.010986008,0.044981583,P2RX2,12,132618776,132622386,+,1973,protein_coding,purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459],-,1.065407611,1.402097648,13.51336669,0.002658518,0.024083432
ENSG00000166450,0.340635913,2.728875436,8.786431509,0.011230182,0.045741974,PRTG,15,55611546,55743090,-,14566,protein_coding,protogenin [Source:HGNC Symbol;Acc:HGNC:26373],-,1.36611618,3.195475867,25.50149322,2.01E-04,0.005188811
ENSG00000152213,0.660106528,-0.316099999,8.749583525,0.011365867,0.04616874,ARL11,13,49628299,49633872,+,3826,protein_coding,ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046],-,1.137576291,0.494614629,12.95110962,0.003126794,0.026919996
ENSG00000134900,-0.158639277,6.704330597,8.684596509,0.01160415,0.046865133,TPP2,13,102597003,102679958,+,6752,protein_coding,tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016],-,-0.253886628,7.225123841,18.17638756,8.58E-04,0.011711924
ENSG00000100372,-0.157100999,5.593794858,8.656693273,0.011709162,0.047148965,SLC25A17,22,40769630,40819399,-,3989,protein_coding,solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987],-,-0.314291022,5.420293724,9.965592165,0.00729929,0.046660111
ENSG00000182132,0.601035499,-0.028702645,8.568545584,0.012049608,0.048113514,KCNIP1,5,170353487,170736632,+,3351,protein_coding,potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521],-,1.372891699,0.264350948,20.29424017,5.65E-04,0.008996772
ENSG00000161057,-0.130775452,6.929858898,8.5451662,0.01214015,0.048305996,PSMC2,7,103344254,103369395,+,3547,protein_coding,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]",-,-0.378229601,7.022157469,18.70592986,7.64E-04,0.010828483
ENSG00000161860,0.669302014,-0.082681852,8.539736507,0.012163107,0.048366895,SYCE2,19,12898786,12919276,-,1458,protein_coding,synaptonemal complex central element protein 2 [Source:HGNC Symbol;Acc:HGNC:27411],-,1.169099793,0.781404693,11.49162476,0.004661493,0.034745893
ENSG00000143578,0.165713959,4.439472685,8.492314951,0.012350865,0.048924075,CREB3L4,1,153967534,153974363,+,2904,protein_coding,cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854],TF_bZIP,0.643214412,4.615142718,20.72823388,4.98E-04,0.008428349
ENSG00000116120,-0.132004568,6.390254387,8.47679803,0.012413539,0.049089496,FARSB,2,222570536,222656337,-,3369,protein_coding,phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800],-,-0.417832758,6.740963058,37.51435057,3.13E-05,0.001762665
ENSG00000134398,0.389595453,1.154741943,8.468548495,0.012447253,0.049199139,ERN2,16,23690326,23713500,-,4998,protein_coding,endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942],-,1.10870824,0.962511979,23.2813433,3.11E-04,0.006426385
ENSG00000104381,-0.172972148,4.831992678,8.456001452,0.012498126,0.04932902,GDAP1,8,74321130,74488872,+,4052,protein_coding,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968],-,-0.404091314,5.683656768,22.79712565,3.31E-04,0.006657671
ENSG00000167766,0.175431452,4.320112775,8.440604398,0.012561187,0.049518443,ZNF83,19,52594060,52690496,-,8028,protein_coding,zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158],zf-C2H2,0.568682616,3.972746511,18.59963668,7.82E-04,0.011003221
ENSG00000185561,0.387170465,1.083243648,8.43890246,0.012568438,0.049523264,TLCD2,17,1702790,1710438,-,5971,protein_coding,TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522],-,1.074519774,1.289950114,20.51877052,5.23E-04,0.008651984
ENSG00000088854,0.173760477,4.316011573,8.401832779,0.012721638,0.049863843,C20orf194,20,3249305,3407625,-,8541,protein_coding,chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721],-,0.657727341,3.717917217,16.62105396,0.001224185,0.01439159
